id,DIAC1_2,DIAC1_3,DIAC4_1,DIAC5_1,ANT2_1,CLIM1_3,CLIM2_5,TFV_G11_GROUP,LITH1_1,LITH2_2,LITH4_2,DEM1_1,DEM2_4,DEM4_1,geometry,,,,,,,,,
304,0.238,0.83,7.022287064,0,531.3361652,18.5508055,-12.16216216,Feuillus,0.6931471808,8.35E-12,0.9999993317,2014,34,275,list(c(589721.29420416,589921.2994,589921.3241,589721.3189,589721.2942,6176561.732,6176561.74,6175961.739,6175961.731,6176561.73177218))
492,0.281,2.088,4.481220605,93,326.8169174,17.12792128,-11.76470588,Feuillus,0.8567853335,0.1010006976,0.8989971719,1739,23,85,list(c(588677.944429907,588675.0658,588075.1312,588078.0098,588677.9444,6177859.34,6177659.38,6177668.019,6177867.979,6177859.34006737))
599,0.074,-0.212,1.459338603,0.6,45.86982527,4.692415824,-16.39344262,Feuillus,0.6931471808,8.35E-12,1.000001312,1956,29,72,list(c(586054.135757799,585860.3313,586008.5156,586202.32,586054.1358,6179160.029,6179209.424,6179790.837,6179741.443,6179160.02928424))
602,0.115,0.934,7.897531032,25.8,215.3738716,12.39277837,-9.375,Feuillus,0.7065188486,0.004120948507,0.9958798118,1746,20,127,list(c(588550.625541965,588363.4555,588152.1636,588339.3337,588550.6255,6176498.318,6176427.893,6176989.455,6177059.88,6176498.31782232))
641,0.141,1.234,2.706042591,100.6,0,-0.3700899992,-11.60714286,Feuillus,1.025547085,0.6184896436,0.3815121438,1460,21,169,list(c(600490.01044157,600602.2098,601098.8949,600986.6956,600490.0104,6188798.787,6188964.345,6188627.74,6188462.181,6188798.78650992))
314,0.279,1.594,7.053819785,82.4,0,-2.198334302,-9.027777778,Feuillus,0.8050679992,8.35E-12,0.9411258415,1012,22,200,list(c(596729.259098742,596886.0485,596513.4983,596356.7089,596729.2591,6189188.379,6189064.184,6188593.855,6188718.049,6189188.37874848))
293,0.317,1.204,6.8206684,35.8,39.683252,28.43467353,-13.33333333,Feuillus,0.7082233264,0.004750538606,0.9952435223,1817,31,224,list(c(582415.520237954,582612.9128,582709.4969,582512.1044,582415.5202,6182117.494,6182149.689,6181557.514,6181525.319,6182117.49433266))
297,0.128,2.576,4.060895514,25.6,0,-3.452060261,-11.70212766,Feuillus,0.6931471808,8.35E-12,1.000002339,1593,27,238,list(c(585889.725416252,586064.1038,585770.2886,585595.9102,585889.7254,6184040.543,6183942.605,6183419.468,6183517.406,6184040.54329649))
298,0.074,0.979,5.827753566,87,93.2131737,-5.906533968,-10.34482759,Feuillus,0.6931471808,8.35E-12,0.9999988223,1452,24,219,list(c(585453.006690855,585604.3423,585212.0425,585060.7069,585453.0067,6184064.284,6183933.508,6183479.524,6183610.3,6184064.28357579))
478,0.37,3.258,7.315125683,141,74.41978681,3.191398583,-12.82051282,Feuillus,1.03322754,0.5803996677,0.4195966404,1483,27,210,list(c(585053.061710751,585039.6952,585638.3546,585651.7211,585053.0617,6182875.893,6183075.45,6183115.554,6182915.996,6182875.89316523))
479,0.295,1.172,3.708227,49,0,-9.803048848,-9.756097561,Feuillus,0.8160568685,0.007223822796,0.0516653976,1239,26,217,list(c(584451.657194301,584573.2721,584096.9435,583975.3286,584451.6572,6184294.486,6184135.71,6183770.866,6183929.642,6184294.48619358))
592,0.246,1.12,12.2908594,229.2,0,27.55720564,-13.51351351,Feuillus,0.5353628239,8.35E-12,8.35E-12,1611,33,115,list(c(580657.800118507,580556.6088,580039.0734,580140.2647,580657.8001,6183296.624,6183124.113,6183427.687,6183600.198,6183296.62447339))
594,0.369,2.233,4.70975682,100.4,9.70680351,28.23854055,-12,Feuillus,0.6931471808,8.35E-12,8.35E-12,1615,34,110,list(c(579726.99093777,579805.6415,580357.2997,580278.6492,579726.9909,6182536.432,6182720.318,6182484.367,6182300.48,6182536.43204241))
595,0.604,15.145,6.476243992,119.6,228.5525817,25.99804465,-12.79069767,Feuillus,0.7618441821,8.35E-12,0.03076571051,1489,36,114,list(c(579726.830869396,579797.8072,580358.7539,580287.7777,579726.8309,6182023.437,6182210.419,6181997.49,6181810.508,6182023.43660313))
581,0.326,1.955,1.222758293,176,170.684307,23.70184255,-14.49275362,Feuillus,0.6931471808,8.35E-12,8.35E-12,1795,34,133,list(c(570185.976412534,570381.6508,570257.6165,570061.9422,570185.9764,6189956.276,6189914.933,6189327.894,6189369.238,6189956.27619465))
543,0.107,0.266,4.440624384,123.4,0,-3.168299356,-10.12658228,Feuillus,0.8051944076,0.05813275034,8.35E-12,1830,37,91,list(c(535317.778513965,535129.191,535328.9825,535517.57,535317.7785,6190542.495,6190609.092,6191174.852,6191108.254,6190542.49479209))
650,0.607,9.069,7.686497011,56.4,329.0555222,-4.627078385,-10.4,Feuillus,0.6931471807,8.35E-12,1.000018607,1099,27,229,list(c(593451.522282888,593568.6706,593082.3661,592965.2178,593451.5223,6192178.634,6192016.529,6191665.091,6191827.196,6192178.63434161))
675,0.475,1.913,5.716939638,37.8,0,-2.066895369,-11.50442478,Feuillus,0.6931471808,8.35E-12,1.000000367,1281,30,148,list(c(594193.897839742,593994.1749,594025.6177,594225.3406,594193.8978,6191631.463,6191641.943,6192241.119,6192230.638,6191631.46275173))
242,0.286,2.256,6.072123459,158.2,6.38873917,-2.230085583,-10.52631579,Feuillus,6.64E-10,8.35E-12,8.35E-12,1706,35,71,list(c(530674.357629483,530737.106,530167.402,530104.6537,530674.3576,6192718.188,6192528.289,6192340.042,6192529.941,6192718.18831028))
331,0.33,2.011,1.041097599,67,0,8.382793214,-15.18987342,Feuillus,6.64E-10,8.35E-12,8.35E-12,1679,23,144,list(c(602238.900809173,602438.9008,602438.9008,602238.9008,602238.9008,6192641.468,6192641.468,6192041.468,6192041.468,6192641.46774314))
332,0.468,2.445,6.016367316,-28.6,0,5.937753721,-16.09195402,Feuillus,0.6740492018,8.35E-12,8.35E-12,1612,26,225,list(c(603073.363570908,603135.4663,603705.8071,603643.7044,603073.3636,6193071.194,6193261.307,6193074.998,6192884.885,6193071.19414468))
394,0.229,1.126,5.456516183,204.6,132.1920036,-5.277855348,-9,Feuillus,0.3112464099,8.35E-12,8.35E-12,1555,37,251,list(c(531243.418706386,531257.3958,531855.9267,531841.9496,531243.4187,6193299.615,6193499.115,6193457.18,6193257.68,6193299.6154709))
329,0.064,-0.626,2.05102218,16,15.59000357,17.56310351,-16.88311688,Feuillus,0.8404465219,0.007939587978,0.9238991035,1629,18,150,list(c(597062.241854834,597262.2376,597262.2404,597062.2447,597062.2419,6194154.266,6194154.267,6193554.268,6193554.266,6194154.26578759))
320,0.288,1.195,13.81263444,20.8,241.5109415,19.19723639,-16.21621622,Feuillus,0.6931471808,8.35E-12,1.000000534,1745,24,205,list(c(595851.1653613,596051.1654,596051.1654,595851.1654,595851.1654,6194302.764,6194302.764,6193702.764,6193702.764,6194302.76358762))
656,0.261,0.823,4.505513034,12,6.232889773,18.57087612,-16.88311688,Feuillus,0.6895501816,8.35E-12,0.8437146617,1695,21,183,list(c(595288.14180578,595091.5539,595201.9789,595398.5668,595288.1418,6194301.301,6194338.11,6194927.862,6194891.052,6194301.30059326))
680,0.062,0.01,1.024853133,-7.4,64.03102511,19.0875656,-16.21621622,Feuillus,0.6931471808,8.35E-12,1.000000576,1762,25,62,list(c(595442.301132735,595626.2219,595390.5139,595206.5931,595442.3011,6194608.617,6194530.047,6193978.285,6194056.854,6194608.6165473))
654,0.287,1.146,11.90890216,41,199.7142395,11.88465056,-14.28571429,Feuillus,0.6931471808,8.35E-12,0.9999970438,1559,16,286,list(c(593915.603577475,593811.2439,593299.3977,593403.7573,593915.6036,6194624.434,6194453.815,6194766.887,6194937.506,6194624.43376897))
676,0.306,8.668,2.841897989,-58.4,233.5422467,-7.320659595,-8.275862069,Feuillus,0.6931471808,8.35E-12,0.9999970102,1216,32,215,list(c(592866.279536423,592720.4351,593130.9958,593276.8402,592866.2795,6192038.915,6192175.767,6192613.305,6192476.453,6192038.91533616))
240,0.255,3.146,3.287359462,242,0,3.969929893,-8.771929825,Feuillus,0.6931471808,8.35E-12,8.35E-12,1209,33,137,list(c(529277.294104277,529319.9201,529906.1316,529863.5056,529277.2941,6197007.586,6197202.983,6197075.098,6196879.702,6197007.58646945))
522,0.292,1.125,3.754643007,69.4,80.13660065,7.060354645,-14.28571429,Feuillus,0.864882299,0.1091816589,8.35E-12,1648,40,92,list(c(614728.910909574,614718.9825,614119.722,614129.6504,614728.9109,6173245.137,6173045.382,6173075.167,6173274.922,6173245.13716352))
369,0.145,0.351,8.274741907,10,0,7.453686887,-14.81481481,Feuillus,0.6761109391,8.35E-12,0.0006014757837,1802,22,66,list(c(607662.540171884,607843.9506,607591.3524,607409.942,607662.5402,6174017.434,6173933.234,6173388.998,6173473.198,6174017.4341865))
370,0.244,0.71,1.362265565,167.6,705.0817914,-0.3539524692,-16.66666667,Feuillus,0.9868223784,8.35E-12,0.7258428926,1891,35,61,list(c(614041.680980965,614227.8203,614008.3358,613822.1965,614041.681,6174779.725,6174706.563,6174148.148,6174221.31,6174779.72482463))
371,0.055,0.067,6.986508226,35.2,0,2.554194156,-12.37113402,Feuillus,0.6931471808,8.35E-12,8.35E-12,1752,33,215,list(c(614803.842246099,614965.4072,614611.7335,614450.1686,614803.8422,6176734.072,6176616.177,6176131.496,6176249.39,6176734.0716175))
520,0.268,1.055,2.237857589,96.8,386.360649,7.351712615,-16.66666667,Feuillus,0.6931471807,8.35E-12,0.9999839096,1806,35,67,list(c(614776.957248413,614829.7673,614251.0615,614198.2514,614776.9572,6174330.701,6174137.798,6173979.369,6174172.272,6174330.70114623))
521,0.157,0.396,4.791263317,-74.8,228.2933824,8.698544084,-14.63414634,Feuillus,1.067003471,0.01268414122,0.5415335546,1706,41,112,list(c(614782.885014238,614772.9566,614173.6961,614183.6245,614782.885,6173788.243,6173588.488,6173618.273,6173818.028,6173788.24284244))
525,0.114,0.158,7.359106439,41,139.4674982,2.331925378,-12.22222222,Feuillus,0.6931471808,8.35E-12,8.35E-12,1856,27,294,list(c(615650.969211641,615645.499,615045.7239,615051.1941,615650.9692,6175844.025,6175644.103,6175660.514,6175860.436,6175844.02535309))
682,0.134,0.991,3.44275327,14.8,451.8431489,12.85515597,-9.90990991,Feuillus,0.8786455986,0.1220536965,8.35E-12,1652,34,234,list(c(615271.0366311,615257.3427,615855.9335,615869.6274,615271.0366,6172869.366,6173068.89,6173109.972,6172910.448,6172869.36550991))
526,0.283,0.931,4.093838892,-3.4,85.15148692,-1.793595643,-13.79310345,Feuillus,0.6931471808,8.35E-12,8.35E-12,1757,36,206,list(c(614053.746995908,614215.3119,613861.6383,613700.0734,614053.747,6177439.717,6177321.822,6176837.141,6176955.035,6177439.71677879))
491,0.178,0.73,3.948400361,-11.8,404.9451579,17.87281517,-12.19512195,Feuillus,0.8260218221,0.07474741851,0.9252554471,1693,24,121,list(c(588982.747314926,588823.6326,588460.1824,588619.2971,588982.7473,6178097.764,6177976.624,6178454.013,6178575.153,6178097.76391123))
607,0.294,1.529,8.61074263,5.8,486.0754854,5.058993294,-11.76470588,Feuillus,0.6931471808,8.35E-12,0.9999997327,1692,21,123,list(c(598481.726705406,598420.2448,598991.1896,599052.6716,598481.7267,6175502.009,6175692.321,6175876.769,6175686.457,6175502.00863658))
286,0.136,0.555,0.5902585316,68.6,80.18613834,5.893172454,-10.63829787,Feuillus,0.6931471807,8.35E-12,8.35E-12,1691,43,57,list(c(576227.039953725,576387.2348,576028.027,575867.8322,576227.04,6180091.653,6179971.919,6179491.327,6179611.06,6180091.65291734))
326,0.232,1.377,3.898675914,61.8,172.0610253,3.689938943,-11.49425287,Feuillus,0.7209563193,0.009916667778,0.99008243,1793,28,84,list(c(596474.818448025,596559.5176,596015.9792,595931.2801,596474.8184,6178141.354,6177960.176,6177706.077,6177887.256,6178141.35438235))
284,0.25,1.313,6.444155047,49.2,791.0253309,19.59878164,-16.94915254,Feuillus,0.682453151,8.35E-12,8.35E-12,1939,45,64,list(c(575118.827497941,575308.2822,575115.947,574926.4923,575118.8275,6180633.609,6180569.494,6180001.156,6180065.27,6180633.60930881))
280,0.22,0.926,7.388508856,85,0,32.25326106,-10.20408163,Feuillus,6.64E-10,8.35E-12,8.35E-12,1691,36,98,list(c(570200.003648909,570400.0029,570400.006,570200.0068,570200.0036,6179689.227,6179689.228,6179089.228,6179089.227,6179689.22696175))
283,0.17,0.264,5.715118722,91.2,0,28.71813243,-10.34482759,Feuillus,6.64E-10,8.35E-12,8.35E-12,1625,32,289,list(c(571153.269839017,571325.0392,571632.3706,571460.6012,571153.2698,6179690.469,6179792.912,6179277.6,6179175.157,6179690.46931772))
464,0.315,1.759,3.183856059,178.4,7.784064379,33.23447118,-12.08791209,Feuillus,6.64E-10,8.35E-12,8.35E-12,1716,37,116,list(c(569818.053291276,570018.0525,570018.0556,569818.0564,569818.0533,6179703.115,6179703.116,6179103.116,6179103.115,6179703.11504779))
589,0.272,1.46,4.2604007,62,0,34.80070434,-12.08791209,Feuillus,0.009462262787,0.001230184271,8.35E-12,1633,32,306,list(c(569110.259044526,569303.2918,569460.1743,569267.1415,569110.259,6179807.389,6179859.683,6179280.558,6179228.265,6179807.38915754))
303,0.237,1.555,0.4398132683,9.2,308.9624809,7.607452198,-13.15789474,Feuillus,0.8600592574,0.1040186584,0.8959820767,1653,24,129,list(c(586818.530586351,587018.5306,587018.5306,586818.5306,586818.5306,6182075.001,6182075.001,6181475.001,6181475.001,6182075.00117761))
527,0.324,6.337,5.152721336,11.8,223.0675052,-1.28451502,-10.28037383,Feuillus,0.5748050149,8.35E-12,8.35E-12,1706,26,232,list(c(614448.631731596,614488.0174,613899.7651,613860.3794,614448.6317,6179629.309,6179433.219,6179315.065,6179511.155,6179629.3090482))
528,0.491,7.566,15.12651113,37.2,300.3977011,-8.434213138,-13.63636364,Feuillus,0.3726459562,8.35E-12,0.140109254,1724,27,237,list(c(614222.519545349,614261.9052,613673.6529,613634.2672,614222.5195,6180386.616,6180190.526,6180072.372,6180268.462,6180386.61590441))
373,0.139,0.342,7.980193347,139,0,-6.472541902,-18.18181818,Feuillus,0.7080589546,0.0752166051,0.2761062913,1787,29,164,list(c(618730.408820117,618930.4088,618930.4088,618730.4088,618730.4088,6182178.68,6182178.68,6181578.68,6181578.68,6182178.68039258))
586,0.237,0.907,4.491580163,157.2,21.24288325,34.53978507,-11.11111111,Feuillus,0.6821943137,8.35E-12,8.35E-12,1742,29,70,list(c(571831.957636887,571827.8164,571227.9434,571232.0846,571831.9576,6182451.777,6182251.81,6182264.232,6182464.199,6182451.77733034))
563,0.261,1.022,9.5557646,152.6,0,-11.45615866,-9.85915493,Feuillus,0.6846328284,8.35E-12,8.35E-12,1634,32,55,list(c(548122.286583928,547955.1078,548284.4188,548451.5975,548122.2866,6183157.777,6183267.544,6183769.094,6183659.327,6183157.77681713))
488,0.356,1.465,12.47555229,-5,0,3.222775533,-11.9047619,Feuillus,0.9623635511,0.2293030184,0.7707035384,1609,17,84,list(c(588137.374342492,588268.0211,588722.3244,588591.6776,588137.3743,6183938.77,6184090.208,6183698.278,6183546.84,6183938.77007746))
489,0.306,1.431,9.062790969,0.4,0,5.560873727,-12.34567901,Feuillus,0.6931471808,8.35E-12,1.000003416,1667,24,112,list(c(587750.275449932,587841.7379,588375.3262,588283.8637,587750.2754,6182227.645,6182405.512,6182131.131,6181953.264,6182227.64458656))
570,0.393,1.616,9.418644671,39.8,131.391162,10.85944772,-13.69863014,Feuillus,0.6931471808,8.35E-12,1.000000226,1670,31,41,list(c(560074.921172532,560274.8937,560265.982,560066.0095,560074.9212,6183726.462,6183723.492,6183123.559,6183126.529,6183726.46203399))
693,0.231,0.513,3.779821634,36,0,19.83000425,-10.78431373,Feuillus,6.64E-10,8.35E-12,8.35E-12,1459,18,61,list(c(581162.348447707,581299.8082,580863.9831,580726.5234,581162.3484,6184361.843,6184216.568,6183804.189,6183949.464,6184361.84293146))
562,0.106,0.38,2.074131586,10,0,-9.405526095,-8.235294118,Feuillus,0.06274756975,8.35E-12,0.01162500134,1622,35,101,list(c(548008.640036412,548045.3538,548635.1561,548598.4424,548008.64,6183989.128,6184185.723,6184075.577,6183878.982,6183989.12766986))
265,0.302,1.226,5.05063966,62,0,-4.675700838,-8.148148148,Feuillus,0.4821606871,8.35E-12,0.04887760099,1546,34,145,list(c(549231.20243867,549418.8374,549626.5394,549438.9045,549231.2024,6184850.481,6184919.715,6184356.812,6184287.578,6184850.48093364))
428,0.322,1.276,6.065039939,-2,0,-6.520947177,-7.608695652,Feuillus,0.4175855339,8.35E-12,8.35E-12,1525,35,146,list(c(550127.460379911,549979.8889,549574.9314,549722.5029,550127.4604,6184603.313,6184468.331,6184911.059,6185046.041,6184603.31296809))
266,0.161,0.353,12.07702631,-6,102.232349,-6.400518711,-8.421052632,Feuillus,0.6931471808,8.35E-12,8.35E-12,1592,46,273,list(c(550399.680690003,550518.7021,551000.8913,550881.8699,550399.6807,6183121.319,6183282.041,6182924.97,6182764.247,6183121.31870768))
429,0.112,1.336,3.875793659,290.4,615.4269465,-6.008023136,-7.368421053,Feuillus,0.6899189208,8.35E-12,8.35E-12,1740,45,258,list(c(550881.77993916,551038.1753,551412.1527,551255.7574,550881.7799,6183573.684,6183698.336,6183229.138,6183104.485,6183573.68379369))
430,0.083,0.288,1.762379243,34.4,18.21205389,-2.098164106,-12.67605634,Feuillus,0.9602784019,0.3223333329,8.35E-12,1575,42,280,list(c(552390.787702254,552590.7804,552588.3009,552388.3082,552390.7877,6183613.779,6183612.951,6183012.95,6183013.779,6183613.77946814))
431,0.12,0.287,5.564459008,148.2,71.19464083,0.05999600027,-12.5,Feuillus,0.7494441273,8.35E-12,0.03423380314,1638,32,303,list(c(553226.136490657,553390.4252,553732.5885,553568.2998,553226.1365,6183497.547,6183611.595,6183118.715,6183004.667,6183497.54650316))
564,0.044,0.233,2.43838516,8.6,0,0.008107012566,-10.11235955,Feuillus,0.6037106342,0.4119295955,8.35E-12,1690,32,299,list(c(553481.324704705,553538.1545,554113.4284,554056.5987,553481.3247,6183632.002,6183823.753,6183653.264,6183461.514,6183632.00248241))
486,0.22,0.805,7.471227924,10.8,188.8686471,1.486767767,-12.94117647,Feuillus,1.014990836,0.5938734048,0.3558556271,1584,18,139,list(c(588494.745762289,588628.701,588183.1536,588049.1983,588494.7458,6184972.32,6184823.801,6184421.944,6184570.464,6184972.32011017))
487,0.113,0.297,7.027287645,19.4,264.3417711,-2.51585851,-10.41666667,Feuillus,0.937632281,0.1919027088,0.8080966313,1538,18,105,list(c(588690.966518429,588890.9595,588884.3451,588684.3521,588690.9665,6184861.236,6184859.031,6184259.067,6184261.272,6184861.23633928))
267,0.074,0.244,1.674512812,91,306.3662337,3.052829099,-10.84337349,Feuillus,0.6931471808,8.35E-12,8.35E-12,1745,39,301,list(c(554391.496678927,554403.4042,553804.4692,553792.5616,554391.4967,6185417.68,6185218.039,6185182.316,6185381.958,6185417.68022178))
434,0.123,0.208,5.782802314,14.4,550.2099024,1.02590984,-10.84337349,Feuillus,0.6784496048,8.35E-12,8.35E-12,1600,36,310,list(c(553394.747646372,553499.3536,554010.7453,553906.1394,553394.7476,6184843.922,6185014.378,6184700.555,6184530.099,6184843.92176449))
268,0.144,0.442,4.441659867,53.6,0,1.891348089,-10.28037383,Feuillus,0.6931471808,8.35E-12,8.35E-12,1522,33,217,list(c(553242.092857787,553440.2105,553357.9139,553159.7962,553242.0929,6185883.496,6185856.063,6185261.732,6185289.166,6185883.49644355))
435,0.116,0.355,2.130317302,17,55.12370873,1.312250387,-9.345794393,Feuillus,0.8478862263,0.09214804357,8.35E-12,1458,32,226,list(c(553217.189504086,553226.8339,552627.5306,552617.8862,553217.1895,6186084.382,6185884.606,6185855.673,6186055.448,6186084.38151795))
690,0.122,0.231,7.012193788,-0.4,212.1051196,2.309135517,-11.25,Feuillus,0.6931471808,8.35E-12,8.35E-12,1520,33,223,list(c(553513.410004359,553710.8482,553615.1872,553417.749,553513.41,6185740.847,6185708.961,6185116.636,6185148.523,6185740.84714439))
436,0.118,0.266,2.869647498,12.2,290.1782202,4.116578138,-11.25,Feuillus,0.6853329187,8.35E-12,8.35E-12,1639,38,278,list(c(554132.194717099,554141.8391,553542.5358,553532.8914,554132.1947,6186627.988,6186428.213,6186399.28,6186599.055,6186627.98802156))
691,0.077,0.059,5.28060601,-10.4,362.5026284,4.844913659,-9.448818898,Feuillus,0.6901591455,8.35E-12,8.35E-12,1303,45,268,list(c(553168.402826623,553343.0603,553050.7007,552876.0432,553168.4028,6187040.89,6186943.433,6186419.48,6186516.937,6187040.89042111))
561,0.138,0.408,4.912166738,43.4,604.2440073,1.597148891,-10.14492754,Feuillus,0.9780500315,0.2777336646,8.35E-12,1590,41,315,list(c(548377.258684166,548577.2393,548571.8799,548371.8993,548377.2587,6186938.456,6186936.672,6186336.701,6186338.485,6186938.45590374))
437,0.128,0.234,3.756412081,60.8,397.9863438,5.091833388,-9.523809524,Feuillus,0.6798411391,8.35E-12,8.35E-12,1529,39,283,list(c(553540.817984651,553550.4624,552951.1591,552941.5147,553540.818,6187358.053,6187158.278,6187129.344,6187329.12,6187358.05290547))
279,0.156,0.711,0.9861348565,17.2,0,32.02153933,-12.65822785,Feuillus,0.9863994305,0.2814201443,8.35E-12,1557,34,173,list(c(571524.997496329,571724.9947,571725.0118,571525.0146,571524.9975,6188436.347,6188436.352,6187836.353,6187836.347,6188436.34660058))
462,0.138,0.911,4.261825392,38.2,0,32.13611345,-12.65822785,Feuillus,0.9791680766,0.2654568402,8.35E-12,1555,34,198,list(c(571204.189563046,571404.1868,571404.2039,571204.2066,571204.1896,6188449.576,6188449.582,6187849.582,6187849.576,6188449.5757937))
463,0.234,7.358,8.625564095,-12,0,32.46366452,-12.82051282,Feuillus,1.120025538,0.4829828661,0.04861590085,1508,27,139,list(c(570933.67773001,571133.675,571133.692,570933.6948,570933.6777,6188352.598,6188352.604,6187752.604,6187752.598,6188352.5977989))
584,0.215,0.463,7.287711567,101.6,0,14.83418093,-9.022556391,Feuillus,0.4780324817,8.35E-12,8.35E-12,1386,35,177,list(c(572840.825263801,573040.827,573040.8323,572840.8305,572840.8253,6188084.174,6188084.176,6187484.176,6187484.174,6188084.1743882))
310,0.227,1.608,5.631271375,7,0,-13.37255951,-11.57894737,Feuillus,6.64E-10,8.35E-12,8.35E-12,1539,22,149,list(c(604992.950677905,605192.9507,605192.9507,604992.9507,604992.9507,6187260.673,6187260.673,6186660.673,6186660.673,6187260.67261602))
341,0.037,0.11,2.528466725,0,0,-15.19809069,-12.12121212,Feuillus,0.5636523457,8.35E-12,8.35E-12,1471,8,162,list(c(605739.371664946,605931.767,606095.6373,605903.242,605739.3717,6186843.784,6186898.407,6186321.219,6186266.595,6186843.78379122))
342,0.204,0.845,7.845894059,14.2,0,-11.19439307,-9.401709402,Feuillus,0.3523289146,8.35E-12,8.35E-12,1466,17,171,list(c(605446.912474299,605646.9184,605646.9036,605446.8977,605446.9125,6186797.547,6186797.542,6186197.541,6186197.546,6186797.54671421))
22,0.231,0.676,5.169545829,145.8,0,-2.46343341,-9,Feuillus,0.6930240001,8.35E-12,8.35E-12,1439,41,137,list(c(548658.585929844,548611.8317,548028.4651,548075.2192,548658.5859,6188272.785,6188078.339,6188218.616,6188413.063,6188272.78547348))
426,0.167,0.441,3.004391572,3.6,94.9269661,-2.574886276,-9.090909091,Feuillus,0.6931419296,8.35E-12,8.35E-12,1514,41,89,list(c(548447.748095641,548570.6878,548097.4458,547974.506,548447.7481,6188976.524,6188818.786,6188449.955,6188607.693,6188976.52419803))
427,0.143,0.362,4.472462795,54,528.6999274,-4.093457944,-8.411214953,Feuillus,0.6931466834,8.35E-12,8.35E-12,1483,37,86,list(c(550185.682779963,550100.1581,549557.7889,549643.3136,550185.6828,6185901.967,6185721.182,6185977.764,6186158.549,6185901.96677588))
23,0.091,0.332,10.14315588,13.6,0,32.10714471,-11.70212766,Feuillus,0.8895299267,0.1333819876,8.35E-12,1575,24,244,list(c(568457.151756352,568638.7996,568387.6703,568206.0225,568457.1518,6189018.337,6188934.623,6188389.705,6188473.419,6189018.33748158))
460,0.183,0.473,3.354272347,3.6,0,31.25655949,-11.70212766,Feuillus,1.102827683,0.1197182025,0.1852907618,1518,21,233,list(c(568126.421928225,568308.0697,568056.9404,567875.2926,568126.4219,6189263.713,6189179.999,6188635.081,6188718.795,6189263.71288609))
637,0.336,2.538,16.79160032,7,37.20646308,-11.29634691,-9.821428571,Feuillus,0.690067421,8.35E-12,8.35E-12,1647,27,263,list(c(604081.351283847,604116.2162,603525.4042,603490.5393,604081.3513,6188691.535,6188494.602,6188390.005,6188586.939,6188691.53492696))
638,0.017,0.021,10.86040708,17.2,0,-9.061304242,-12.90322581,Feuillus,0.6931471808,8.35E-12,8.35E-12,1568,19,223,list(c(602388.308533536,602423.1734,601832.3614,601797.4966,602388.3085,6188875.734,6188678.801,6188574.205,6188771.138,6188875.73434308))
670,0.141,0.718,7.368160861,8.2,64.70204974,-13.68137679,-11.32075472,Feuillus,0.1280355666,8.35E-12,8.35E-12,1620,23,220,list(c(604553.059364919,604738.77,604516.0508,604330.3401,604553.0594,6187776.955,6187702.715,6187145.583,6187219.822,6187776.95454446))
671,0.072,-0.272,0.6264648296,-19,724.4723112,-12.04305066,-11.32075472,Feuillus,0.6817469957,8.35E-12,8.35E-12,1498,17,205,list(c(603915.437185551,604085.11,603767.4619,603597.7891,603915.4372,6187718.976,6187613.094,6187104.075,6187209.958,6187718.9764554))
672,0.175,1.204,3.510831408,0.4,106.8947258,-9.186649384,-12.90322581,Feuillus,0.6670428084,8.35E-12,8.35E-12,1572,21,198,list(c(602724.875583438,602922.901,602838.8877,602640.8622,602724.8756,6188945.801,6188917.798,6188323.709,6188351.713,6188945.80139212))
697,0.179,0.492,4.255520534,76.2,0,-3.033717604,-10.34482759,Feuillus,1.024735964,0.3782028661,8.35E-12,1417,18,188,list(c(601558.095704754,601755.4302,601657.8754,601460.5409,601558.0957,6189200.755,6189168.238,6188576.223,6188608.74,6189200.75545774))
698,0.281,1.626,9.36228852,-3,193.9506786,-4.076433121,-13.95348837,Feuillus,0.6054912064,8.35E-12,8.35E-12,1569,23,222,list(c(603505.523380611,603677.1087,603368.864,603197.2786,603505.5234,6189086.593,6188983.847,6188469.081,6188571.827,6189086.59340211))
699,0.428,3.264,14.50424726,-10.8,305.0821883,-11.53348132,-10.71428571,Feuillus,0.6926097481,8.35E-12,8.35E-12,1620,26,253,list(c(604057.765703466,604089.8216,603497.5796,603465.5237,604057.7657,6188342.6,6188145.19,6188049.021,6188246.431,6188342.60023783))
271,0.206,0.6,5.432756642,36,215.3696616,13.02194861,-10.78431373,Feuillus,0.6160641331,8.35E-12,0.4414334655,1644,34,172,list(c(563619.832224046,563819.8229,563819.8038,563619.8131,563619.8322,6187069.434,6187069.428,6186469.43,6186469.436,6187069.43432713))
458,0.266,0.757,5.296717117,3.8,0,31.35311871,-10.63829787,Feuillus,0.9080698982,0.1541522513,0.8458276688,1536,33,273,list(c(568394.600183729,568364.0402,567771.0873,567801.6474,568394.6002,6186284.911,6186087.265,6186178.949,6186376.594,6186284.91105803))
459,0.246,2.448,2.764334315,29.4,0,31.42379165,-10.86956522,Feuillus,0.619800423,0.3458463282,0.013468525,1557,24,266,list(c(568687.263345699,568688.7776,568088.7932,568087.2789,568687.2633,6188011.835,6187811.831,6187807.287,6188007.291,6188011.83471762))
311,0.079,-0.027,10.78382805,41.2,0,2.884757267,-12.37113402,Feuillus,1.02551993,0.3703755754,0.6289052795,1541,21,139,list(c(600822.979640767,600835.8185,601434.2327,601421.4308,600822.9796,6189050.614,6189250.052,6189199.394,6188999.953,6189050.61401038))
